make_model,make,price,body_type,mileage,gearbox,fuel_type,seller,power,gears,emission_class,previous_owner,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Hyundai Getz,Hyundai,3590,Compact,84990.0,Manual,Benzin,Dealer,49.0,5.0,Other,First Hand,14.0,Standart,Low,standard
Hyundai i10,Hyundai,13450,Compact,17234.0,Manual,Benzin,Dealer,64.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i10,Hyundai,12440,Compact,23021.0,Automatic,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i10,Hyundai,15490,Compact,27261.0,Automatic,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i10,Hyundai,13100,Compact,17264.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i10,Hyundai,12700,Compact,22844.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i10,Hyundai,12500,Compact,16222.0,Automatic,Benzin,Dealer,49.0,4.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i10,Hyundai,9663,Compact,23219.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai i10,Hyundai,17990,Compact,12.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,0.0,Upgrated,Low,standard
Hyundai i10,Hyundai,14450,Compact,33893.0,Automatic,Benzin,Dealer,49.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i10,Hyundai,5999,Compact,56608.0,Manual,Benzin,Dealer,49.0,5.0,Other,Second Hand,7.0,Standart,Low,standard
Hyundai i20,Hyundai,10960,Compact,19500.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i20,Hyundai,8990,Compact,55000.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,21950,Compact,22103.0,Automatic,Benzin,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,26750,Compact,46531.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Hyundai i30,Hyundai,31900,Compact,24803.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Hyundai i30,Hyundai,27299,Compact,19109.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,27500,Compact,3209.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai i30,Hyundai,18190,Compact,73260.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,24999,Compact,17721.0,Automatic,Other,Dealer,78.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i30,Hyundai,29950,Compact,32816.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,22950,Compact,42627.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai BAYON,Hyundai,18790,Compact,8209.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i30,Hyundai,5945,Compact,189277.0,Manual,Benzin,Dealer,93.0,5.0,Other,Second Hand,11.0,Standart,Medium,standard
Hyundai i30,Hyundai,8890,Compact,145855.0,Manual,Benzin,Dealer,99.0,6.0,Other,Second Hand,10.0,Standart,Medium,standard
Hyundai i10,Hyundai,7450,Compact,110000.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,5.0,Standart,Low,standard
Hyundai i30,Hyundai,27499,Compact,74153.0,Manual,Benzin,Dealer,205.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i30,Hyundai,14950,Compact,17832.0,Manual,Benzin,Dealer,100.0,6.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Hyundai i10,Hyundai,4799,Compact,149000.0,Manual,Benzin,Dealer,51.0,5.0,Other,Second Hand,10.0,Standart,Low,standard
Hyundai i20,Hyundai,14441,Compact,14457.0,Automatic,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,6.0,Standart,Low,standard
Hyundai KONA,Hyundai,32690,Compact,2500.0,Automatic,Benzin,Dealer,145.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,standard
Hyundai Getz,Hyundai,1950,Compact,155000.0,Manual,Benzin,Private seller,60.0,5.0,Other,Second Hand,19.0,Standart,Low,standard
Hyundai i30,Hyundai,4450,Compact,198007.0,Manual,Benzin,Dealer,90.0,6.0,Other,Second Hand,13.0,Standart,Medium,standard
Hyundai i20,Hyundai,31220,Compact,1001.0,Manual,Benzin,Dealer,150.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Hyundai i20,Hyundai,20990,Compact,24400.0,Automatic,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Upgrated,Low,standard
Hyundai iX20,Hyundai,10000,Compact,83000.0,Manual,Diesel,Private seller,66.0,7.0,Euro 6,Second Hand,7.0,Standart,Low,standard
Hyundai i30,Hyundai,19550,Compact,10700.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Hyundai ELANTRA,Hyundai,9599,Compact,109357.0,Manual,Benzin,Dealer,97.0,6.0,Euro 6,Second Hand,10.0,Standart,Medium,standard
Hyundai i30,Hyundai,6450,Compact,151287.0,Manual,Benzin,Dealer,80.0,5.0,Other,Second Hand,12.0,Standart,Low,standard
Hyundai i10,Hyundai,4450,Compact,147015.0,Manual,Benzin,Dealer,51.0,5.0,Other,Second Hand,10.0,Standart,Low,standard
Hyundai i10,Hyundai,14200,Compact,4500.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,0.0,Standart,Low,standard
Hyundai i30,Hyundai,17940,Compact,62760.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai i30,Hyundai,17499,Compact,85387.0,Manual,Benzin,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai i20,Hyundai,10900,Compact,65373.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai ACCENT,Hyundai,4950,Compact,56627.0,Manual,Benzin,Dealer,71.0,5.0,Euro 6,First Hand,13.0,Standart,Low,standard
Hyundai i20,Hyundai,12490,Compact,95751.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,28990,Compact,2500.0,Automatic,Other,Dealer,77.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Hyundai i20,Hyundai,8700,Compact,70000.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,22985,Compact,117849.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,luxury
Hyundai IONIQ,Hyundai,24550,Compact,65524.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,luxury
Hyundai i30,Hyundai,8750,Compact,126206.0,Manual,Benzin,Dealer,99.0,6.0,Other,Second Hand,10.0,Standart,Medium,standard
Hyundai i30,Hyundai,7450,Compact,64440.0,Manual,Benzin,Dealer,93.0,5.0,Other,Second Hand,11.0,Standart,Medium,standard
Hyundai Getz,Hyundai,2625,Compact,117917.0,Manual,Benzin,Dealer,63.0,5.0,Other,Second Hand,18.0,Standart,Low,standard
Hyundai Getz,Hyundai,2395,Compact,203742.0,Manual,Benzin,Dealer,71.0,5.0,Other,Second Hand,14.0,Standart,Low,standard
Hyundai i20,Hyundai,17950,Compact,23226.0,Automatic,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i20,Hyundai,17350,Compact,15437.0,Manual,Diesel,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i20,Hyundai,10990,Compact,44500.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,18690,Compact,112617.0,Automatic,Other,Dealer,77.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,25950,Compact,15187.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,24090,Compact,75012.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i10,Hyundai,4950,Compact,133433.0,Manual,Benzin,Dealer,51.0,5.0,Other,Second Hand,9.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,23990,Compact,98990.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,25945,Compact,60064.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Hyundai i30,Hyundai,28499,Compact,54541.0,Manual,Benzin,Dealer,205.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i30,Hyundai,7450,Compact,129423.0,Manual,Benzin,Dealer,93.0,5.0,Other,Second Hand,11.0,Standart,Medium,standard
Hyundai i30,Hyundai,10900,Compact,123403.0,Manual,Diesel,Dealer,66.0,6.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i20,Hyundai,10940,Compact,52455.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i10,Hyundai,5245,Compact,128628.0,Automatic,Benzin,Dealer,49.0,4.0,Other,Second Hand,14.0,Standart,Low,standard
Hyundai i30,Hyundai,19995,Compact,27676.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,22090,Compact,110372.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,22590,Compact,98099.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i10,Hyundai,13700,Compact,29885.0,Automatic,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i20,Hyundai,19950,Compact,20.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i20,Hyundai,19990,Compact,650.0,Automatic,Benzin,Dealer,74.0,7.0,Euro 6,First Hand,0.0,Upgrated,Low,standard
Hyundai i20,Hyundai,13590,Compact,56293.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,19690,Compact,80017.0,Automatic,Other,Dealer,77.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai Getz,Hyundai,2950,Compact,79228.0,Manual,Benzin,Dealer,77.0,5.0,Other,Second Hand,17.0,Standart,Medium,standard
Hyundai i20,Hyundai,11890,Compact,58813.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i20,Hyundai,8250,Compact,81409.0,Manual,Benzin,Dealer,63.0,5.0,Other,Second Hand,8.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,24390,Compact,69125.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i20,Hyundai,6740,Compact,92498.0,Manual,Benzin,Dealer,57.0,5.0,Other,Second Hand,8.0,Standart,Low,standard
Hyundai i20,Hyundai,7290,Compact,78000.0,Manual,Benzin,Dealer,63.0,5.0,Other,Second Hand,8.0,Standart,Low,standard
Hyundai i20,Hyundai,13490,Compact,32307.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i20,Hyundai,7990,Compact,123957.0,Manual,Benzin,Dealer,63.0,5.0,Other,Second Hand,7.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,23990,Compact,66289.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i30,Hyundai,16450,Compact,48807.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i20,Hyundai,6900,Compact,113588.0,Manual,Benzin,Dealer,63.0,5.0,Other,Second Hand,9.0,Standart,Low,standard
Hyundai i20,Hyundai,13450,Compact,8890.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,Second Hand,4.0,Standart,Low,standard
Hyundai i20,Hyundai,10800,Compact,65130.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,23999,Compact,20498.0,Automatic,Other,Dealer,78.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Hyundai i20,Hyundai,6950,Compact,111658.0,Manual,Benzin,Dealer,63.0,5.0,Other,First Hand,9.0,Standart,Low,standard
Hyundai i10,Hyundai,6949,Compact,116758.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i20,Hyundai,10499,Compact,82480.0,Manual,Diesel,Dealer,67.0,5.0,Euro 6,First Hand,5.0,Standart,Low,standard
Hyundai i10,Hyundai,9850,Compact,49297.0,Manual,LPG/CNG,Dealer,49.0,5.0,Euro 6,First Hand,5.0,Standart,Low,standard
Hyundai i10,Hyundai,3950,Compact,170277.0,Automatic,Benzin,Dealer,49.0,4.0,Other,Second Hand,14.0,Standart,Low,standard
Hyundai i20,Hyundai,18750,Compact,12000.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,2.0,Upgrated,Low,standard
Hyundai i10,Hyundai,15000,Compact,21727.0,Automatic,Benzin,Dealer,62.0,6.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i20,Hyundai,11900,Compact,53609.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai Getz,Hyundai,2450,Compact,155170.0,Manual,Benzin,Dealer,49.0,5.0,Other,Second Hand,14.0,Standart,Low,standard
Hyundai i10,Hyundai,2950,Compact,162409.0,Manual,Benzin,Dealer,57.0,5.0,Other,Second Hand,13.0,Standart,Low,standard
Hyundai i20,Hyundai,10900,Compact,37000.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i20,Hyundai,10990,Compact,41378.0,Manual,Benzin,Dealer,62.0,5.0,Other,Second Hand,7.0,Standart,Low,standard
Hyundai i10,Hyundai,6150,Compact,29191.0,Manual,Benzin,Dealer,51.0,5.0,Other,Second Hand,9.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,22945,Compact,63147.0,Automatic,Other,Dealer,88.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i10,Hyundai,10150,Compact,35173.0,Automatic,Benzin,Dealer,49.0,4.0,Other,First Hand,7.0,Standart,Low,standard
Hyundai iX20,Hyundai,10999,Compact,59283.0,Manual,Benzin,Dealer,67.0,5.0,Euro 6,First Hand,6.0,Standart,Low,standard
Hyundai i10,Hyundai,11990,Compact,29460.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i10,Hyundai,6500,Compact,113000.0,Manual,Benzin,Private seller,48.0,5.0,Other,Second Hand,8.0,Standart,Low,standard
Hyundai i20,Hyundai,9950,Compact,31927.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i10,Hyundai,11300,Compact,27000.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai Getz,Hyundai,2949,Compact,114406.0,Manual,Benzin,Dealer,49.0,5.0,Other,Second Hand,14.0,Standart,Low,standard
Hyundai i10,Hyundai,9790,Compact,72300.0,Manual,LPG/CNG,Dealer,51.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i10,Hyundai,6885,Compact,104800.0,Manual,Benzin,Dealer,48.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i10,Hyundai,8690,Compact,74925.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i10,Hyundai,7385,Compact,101259.0,Manual,Benzin,Dealer,48.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i10,Hyundai,14990,Compact,33000.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i10,Hyundai,11280,Compact,43300.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,2.0,Upgrated,Low,standard
Hyundai i10,Hyundai,7940,Compact,46650.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i10,Hyundai,12700,Compact,42302.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i10,Hyundai,8590,Compact,54801.0,Manual,Benzin,Dealer,49.0,5.0,Other,Second Hand,6.0,Standart,Low,standard
Hyundai i10,Hyundai,12750,Compact,22233.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i10,Hyundai,10090,Compact,49119.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i10,Hyundai,13999,Compact,4491.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i10,Hyundai,11500,Compact,34895.0,Manual,Benzin,Dealer,47.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i10,Hyundai,10490,Compact,33668.0,Manual,Benzin,Dealer,49.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai i20,Hyundai,18980,Compact,6600.0,Automatic,Benzin,Dealer,74.0,7.0,Euro 6,First Hand,0.0,Standart,Low,standard
Hyundai i10,Hyundai,15499,Compact,16195.0,Manual,Benzin,Dealer,90.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai Atos,Hyundai,2595,Compact,120715.0,Automatic,Benzin,Dealer,46.0,7.0,Other,Second Hand,16.0,Standart,Low,standard
Hyundai i20,Hyundai,4900,Compact,144000.0,Manual,Diesel,Dealer,85.0,6.0,Other,Second Hand,12.0,Standart,Medium,standard
Hyundai iX20,Hyundai,10900,Compact,79900.0,Manual,Benzin,Dealer,66.0,5.0,Euro 6,First Hand,6.0,Standart,Low,standard
Hyundai i20,Hyundai,25364,Compact,19814.0,Manual,Benzin,Dealer,150.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Hyundai VELOSTER,Hyundai,12600,Compact,78516.0,Manual,Benzin,Dealer,137.0,6.0,Other,Second Hand,9.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,19364,Compact,26196.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai i30,Hyundai,10950,Compact,100000.0,Automatic,Diesel,Dealer,100.0,7.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,17850,Compact,147638.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,luxury
Hyundai i20,Hyundai,7300,Compact,190000.0,Manual,Diesel,Dealer,55.0,6.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i30,Hyundai,27727,Compact,24673.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Hyundai i30,Hyundai,35800,Compact,1200.0,Manual,Benzin,Dealer,206.0,6.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Hyundai IONIQ,Hyundai,16990,Compact,56000.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai i30,Hyundai,28990,Compact,48900.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai i30,Hyundai,13925,Compact,24576.0,Manual,Benzin,Dealer,100.0,6.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,18350,Compact,109375.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i30,Hyundai,25990,Compact,56980.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i30,Hyundai,24909,Compact,99911.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i20,Hyundai,6300,Compact,6500.0,Manual,Benzin,Dealer,74.0,5.0,Other,Second Hand,12.0,Standart,Low,standard
Hyundai i30,Hyundai,13545,Compact,78865.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,15490,Compact,148800.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i30,Hyundai,16545,Compact,18335.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai i20,Hyundai,10500,Compact,175000.0,Manual,Diesel,Dealer,55.0,6.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,17700,Compact,97252.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i30,Hyundai,34366,Compact,15940.0,Automatic,Benzin,Dealer,103.0,7.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i30,Hyundai,28990,Compact,40000.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,33900,Compact,1.0,Automatic,Electric,Dealer,100.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Hyundai i30,Hyundai,25208,Compact,55034.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i30,Hyundai,20990,Compact,60623.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i30,Hyundai,19773,Compact,3962.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i30,Hyundai,10900,Compact,167076.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i30,Hyundai,6900,Compact,190000.0,Manual,Diesel,Dealer,66.0,5.0,Other,Second Hand,12.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,21950,Compact,34000.0,Automatic,Other,Private seller,77.0,6.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,14536,Compact,50130.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i30,Hyundai,4990,Compact,219000.0,Manual,Diesel,Dealer,84.0,5.0,Euro 6,Second Hand,15.0,Standart,Medium,standard
Hyundai i30,Hyundai,29300,Compact,52000.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai i30,Hyundai,10699,Compact,36192.0,Manual,Benzin,Dealer,74.0,6.0,Other,Second Hand,9.0,Standart,Low,standard
Hyundai ELANTRA,Hyundai,12700,Compact,85203.0,Manual,Benzin,Dealer,97.0,6.0,Euro 6,Second Hand,8.0,Standart,Medium,standard
Hyundai i30,Hyundai,17400,Compact,60276.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,20950,Compact,63203.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai ELANTRA,Hyundai,9490,Compact,170476.0,Manual,Diesel,Dealer,99.0,6.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Hyundai i30,Hyundai,8999,Compact,147382.0,Manual,Diesel,Dealer,81.0,6.0,Other,Second Hand,9.0,Standart,Medium,standard
Hyundai i20,Hyundai,8900,Compact,97067.0,Manual,Benzin,Dealer,62.0,5.0,Other,Second Hand,8.0,Standart,Low,standard
Hyundai iX20,Hyundai,9990,Compact,160875.0,Manual,Diesel,Dealer,66.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i30,Hyundai,12950,Compact,141000.0,Manual,Diesel,Dealer,70.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i20,Hyundai,7200,Compact,100000.0,Manual,Diesel,Dealer,66.0,6.0,Other,Second Hand,10.0,Standart,Low,standard
Hyundai i30,Hyundai,19500,Compact,1475.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,19318,Compact,34526.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,24900,Compact,15705.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Hyundai ELANTRA,Hyundai,12900,Compact,72800.0,Manual,Benzin,Dealer,97.0,6.0,Euro 6,Second Hand,7.0,Standart,Medium,standard
Hyundai i30,Hyundai,12590,Compact,80184.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai i30,Hyundai,15818,Compact,29009.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,19490,Compact,94546.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i10,Hyundai,11990,Compact,15300.0,Manual,Benzin,Dealer,64.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai i20,Hyundai,13550,Compact,40176.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,17775,Compact,90093.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i30,Hyundai,8995,Compact,57000.0,Automatic,Diesel,Dealer,84.0,4.0,Other,Second Hand,13.0,Standart,Medium,standard
Hyundai i10,Hyundai,4999,Compact,86783.0,Manual,Other,Dealer,49.0,4.0,Other,Second Hand,13.0,Standart,Low,standard
Hyundai i30,Hyundai,20409,Compact,38071.0,Automatic,Benzin,Dealer,103.0,7.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,19000,Compact,93680.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i20,Hyundai,12300,Compact,55000.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i30,Hyundai,31500,Convertible,41700.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
