make_model,make,price,body_type,mileage,gearbox,fuel_type,seller,power,gears,emission_class,previous_owner,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Ford Fiesta,Ford,13990,Sedan,20251.0,Manual,Benzin,Dealer,63.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Ford Fiesta,Ford,20950,Sedan,24805.0,Manual,Benzin,Dealer,114.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Focus,Ford,30990,Sedan,27400.0,Automatic,Benzin,Dealer,134.0,8.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Ford Fiesta,Ford,15750,Sedan,37465.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Ford Fiesta,Ford,17440,Sedan,13043.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,standard
Ford Puma,Ford,21490,Sedan,40844.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,2.0,Standart,Low,standard
Ford Fiesta,Ford,25350,Sedan,12082.0,Automatic,Benzin,Dealer,92.0,7.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Focus,Ford,23590,Sedan,30939.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Ford Fiesta,Ford,22680,Sedan,18750.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,16490,Sedan,15500.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,Second Hand,2.0,Standart,Low,standard
Ford Fiesta,Ford,15900,Sedan,37500.0,Manual,Diesel,Dealer,63.0,6.0,Euro 6,First Hand,2.0,Upgrated,Medium,standard
Ford Fiesta,Ford,20790,Sedan,8803.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Ford Fiesta,Ford,19340,Sedan,5074.0,Manual,Benzin,Dealer,114.0,6.0,Euro 6,Second Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,11330,Sedan,35000.0,Manual,Benzin,Dealer,52.0,5.0,Euro 6,Second Hand,3.0,Standart,Low,standard
Ford Fiesta,Ford,23985,Sedan,22050.0,Automatic,Benzin,Dealer,92.0,7.0,Euro 6,First Hand,1.0,Standart,Low,standard
Ford Fiesta,Ford,12990,Sedan,34195.0,Manual,Benzin,Dealer,63.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Ford Fiesta,Ford,25650,Sedan,16154.0,Automatic,Benzin,Dealer,92.0,7.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Focus,Ford,26388,Sedan,14285.0,Manual,Benzin,Dealer,114.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Focus,Ford,29490,Sedan,10.0,Manual,Benzin,Dealer,114.0,6.0,Euro 6,First Hand,0.0,Upgrated,Low,luxury
Ford Focus,Ford,21990,Sedan,75353.0,Automatic,Diesel,Dealer,88.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,standard
Ford Fiesta,Ford,24950,Sedan,9408.0,Automatic,Benzin,Dealer,92.0,7.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Focus,Ford,19950,Sedan,45150.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,3.0,Standart,Low,luxury
Ford Fiesta,Ford,17650,Sedan,65300.0,Automatic,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,4.0,Upgrated,Low,luxury
Ford Focus,Ford,18290,Sedan,6980.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,Second Hand,1.0,Standart,Low,standard
Ford Fiesta,Ford,24440,Sedan,12331.0,Automatic,Benzin,Dealer,92.0,7.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Fiesta,Ford,12840,Sedan,43768.0,Manual,Benzin,Dealer,63.0,5.0,Euro 6,First Hand,3.0,Upgrated,Low,standard
Ford Fiesta,Ford,17440,Sedan,15799.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,standard
Ford Fiesta,Ford,23500,Sedan,30.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Ford C-Max,Ford,11750,Sedan,112602.0,Manual,Diesel,Dealer,70.0,6.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Ford Fiesta,Ford,18990,Sedan,14226.0,Automatic,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,4.0,Standart,Low,luxury
Ford Puma,Ford,19990,Sedan,31452.0,Manual,Other,Dealer,92.0,7.0,Euro 6,First Hand,2.0,Standart,Low,standard
Ford Fiesta,Ford,15980,Sedan,47770.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,2.0,Standart,Low,standard
Ford Fiesta,Ford,23950,Sedan,8279.0,Automatic,Benzin,Dealer,92.0,7.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Focus,Ford,22490,Sedan,15623.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Ford Fiesta,Ford,21450,Sedan,8284.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Ford Focus,Ford,22990,Sedan,100.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Fiesta,Ford,22350,Sedan,3000.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Ford Fiesta,Ford,14990,Sedan,29031.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,Second Hand,4.0,Standart,Low,standard
Ford Focus,Ford,22090,Sedan,3000.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Ford Focus,Ford,15490,Sedan,32838.0,Manual,Benzin,Dealer,63.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Ford Fiesta,Ford,17990,Sedan,21705.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,27990,Sedan,17690.0,Automatic,Benzin,Dealer,92.0,7.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Fiesta,Ford,13895,Sedan,40100.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,Second Hand,4.0,Standart,Low,standard
Ford Fiesta,Ford,11440,Sedan,13034.0,Manual,Benzin,Dealer,52.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Ford Puma,Ford,22900,Sedan,19000.0,Manual,Other,Dealer,92.0,7.0,Euro 6,First Hand,2.0,Standart,Low,standard
Ford Focus,Ford,21490,Sedan,3000.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Ford Fiesta,Ford,15490,Sedan,17151.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Standart,Low,standard
Ford Fiesta,Ford,19470,Sedan,100.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,standard
Ford Focus,Ford,14940,Sedan,45166.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Ford Focus,Ford,22390,Sedan,34669.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Ford B-Max,Ford,9900,Sedan,34147.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,Second Hand,10.0,Standart,Low,standard
Ford Fiesta,Ford,14970,Sedan,17094.0,Manual,Benzin,Dealer,52.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Ford Fiesta,Ford,11790,Sedan,72856.0,Manual,Benzin,Dealer,63.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Ford Fiesta,Ford,14889,Sedan,68000.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,Second Hand,5.0,Standart,Low,luxury
Ford Fiesta,Ford,11750,Sedan,35000.0,Manual,Benzin,Dealer,63.0,5.0,Euro 6,Second Hand,4.0,Standart,Low,standard
Ford Focus,Ford,23995,Sedan,10.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Ford Ka/Ka+,Ford,8989,Sedan,58750.0,Manual,Benzin,Dealer,63.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Ford Fiesta,Ford,20950,Sedan,1000.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Ford Fiesta,Ford,19980,Sedan,13500.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Focus,Ford,12490,Sedan,47582.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,5.0,Standart,Low,standard
Ford Fiesta,Ford,22990,Sedan,50.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,0.0,Upgrated,Low,luxury
Ford Fiesta,Ford,17990,Sedan,43439.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,17898,Sedan,6508.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,17990,Sedan,17509.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Fiesta,Ford,5555,Sedan,91350.0,Manual,Benzin,Dealer,44.0,5.0,Other,Second Hand,12.0,Standart,Low,standard
Ford Fiesta,Ford,17850,Sedan,24855.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,17180,Sedan,14165.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Fiesta,Ford,12950,Sedan,18450.0,Manual,Benzin,Dealer,60.0,5.0,Euro 6,First Hand,5.0,Standart,Low,standard
Ford Fiesta,Ford,6980,Sedan,103656.0,Manual,Benzin,Dealer,71.0,5.0,Other,Second Hand,12.0,Standart,Low,standard
Ford Fiesta,Ford,18699,Sedan,25859.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Fiesta,Ford,19990,Sedan,7723.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Ford Focus,Ford,15295,Sedan,44000.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Ford Fiesta,Ford,17750,Sedan,17925.0,Automatic,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,standard
Ford Focus,Ford,23440,Sedan,32760.0,Automatic,Benzin,Dealer,110.0,8.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Ford Fiesta,Ford,13990,Sedan,61750.0,Manual,Benzin,Dealer,63.0,5.0,Euro 6,First Hand,3.0,Upgrated,Low,standard
Ford Fiesta,Ford,22900,Sedan,9230.0,Automatic,Benzin,Dealer,92.0,7.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Fiesta,Ford,13990,Sedan,37335.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Ford Fiesta,Ford,13140,Sedan,29387.0,Manual,Benzin,Dealer,63.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Ford Fiesta,Ford,11990,Sedan,20750.0,Manual,Benzin,Dealer,52.0,5.0,Euro 6,Second Hand,4.0,Standart,Low,standard
Ford Fiesta,Ford,12490,Sedan,18300.0,Manual,Benzin,Dealer,52.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Ford Fiesta,Ford,19440,Sedan,17413.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,Second Hand,1.0,Standart,Low,luxury
Ford Fiesta,Ford,17580,Sedan,33563.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Focus,Ford,14955,Sedan,60300.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,4.0,Upgrated,Low,standard
Ford Focus,Ford,15550,Sedan,39200.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Ford Fiesta,Ford,8888,Sedan,60150.0,Manual,Benzin,Dealer,44.0,5.0,Euro 6,First Hand,7.0,Standart,Low,standard
Ford Fiesta,Ford,11850,Sedan,48800.0,Manual,Benzin,Dealer,59.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Ford Fiesta,Ford,9980,Sedan,34300.0,Manual,Benzin,Dealer,59.0,5.0,Other,Second Hand,6.0,Standart,Low,standard
Ford Fiesta,Ford,16900,Sedan,2661.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Ford Focus,Ford,26550,Sedan,8300.0,Manual,Diesel,Dealer,70.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Ford Fiesta,Ford,16800,Sedan,6194.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Fiesta,Ford,16489,Sedan,16948.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,14970,Sedan,59914.0,Manual,Benzin,Dealer,52.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Ford Fiesta,Ford,17498,Sedan,23575.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,Second Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,17798,Sedan,16157.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Ka/Ka+,Ford,6680,Sedan,79000.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Ford Focus,Ford,28990,Sedan,100.0,Automatic,Benzin,Dealer,110.0,8.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Ford Fiesta,Ford,17950,Sedan,17550.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,11990,Sedan,53293.0,Manual,Benzin,Dealer,52.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Ford Fiesta,Ford,18498,Sedan,13918.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,Second Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,19690,Sedan,7085.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Ford Fiesta,Ford,17950,Sedan,9999.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Ford Fiesta,Ford,18990,Sedan,34207.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Ford Fiesta,Ford,16998,Sedan,18045.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,Second Hand,2.0,Upgrated,Low,standard
Ford Fiesta,Ford,17990,Sedan,8140.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Standart,Low,luxury
Ford Fiesta,Ford,18950,Sedan,20300.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,luxury
Ford Fiesta,Ford,16666,Sedan,18530.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Ford Fiesta,Ford,18490,Sedan,24866.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Standart,Low,luxury
Ford Fiesta,Ford,12450,Sedan,52000.0,Manual,Benzin,Dealer,63.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Ford Fiesta,Ford,16698,Sedan,27980.0,Manual,Benzin,Dealer,70.0,5.0,Euro 6,Second Hand,2.0,Upgrated,Low,luxury
Ford Ka/Ka+,Ford,9900,Sedan,60077.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Ford Fiesta,Ford,18990,Sedan,11838.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Ford Fiesta,Ford,18990,Sedan,16817.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Ford Fiesta,Ford,17590,Sedan,28850.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,First Hand,2.0,Standart,Low,luxury
Ford Fiesta,Ford,19940,Sedan,18199.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,Second Hand,1.0,Upgrated,Low,luxury
Ford Focus,Ford,24900,Sedan,2.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,0.0,Upgrated,Low,luxury
Ford Fiesta,Ford,9500,Sedan,41067.0,Manual,Benzin,Dealer,60.0,5.0,Euro 6,First Hand,7.0,Standart,Low,standard
Ford Fiesta,Ford,24490,Sedan,1050.0,Manual,Other,Dealer,114.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Ford Focus,Ford,37550,Sedan,150.0,Manual,Benzin,Dealer,206.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,32400,Compact,50597.0,Manual,Benzin,Dealer,206.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Hyundai i30,Hyundai,25985,Compact,58744.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai i30,Hyundai,30990,Compact,21000.0,Manual,Benzin,Dealer,202.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai i30,Hyundai,13500,Compact,115250.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i30,Hyundai,12990,Compact,103882.0,Manual,Benzin,Dealer,137.0,6.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Hyundai i10,Hyundai,5290,Compact,12406.0,Manual,Benzin,Dealer,51.0,5.0,Other,Second Hand,10.0,Standart,Low,standard
Hyundai i30,Hyundai,25150,Compact,16838.0,Automatic,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i20,Hyundai,9850,Compact,88701.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i20,Hyundai,16500,Compact,1500.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Hyundai i10,Hyundai,9499,Compact,39000.0,Automatic,Benzin,Dealer,63.0,4.0,Other,Second Hand,11.0,Standart,Low,standard
Hyundai ELANTRA,Hyundai,16650,Compact,51172.0,Manual,Diesel,Dealer,99.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Hyundai i20,Hyundai,14480,Compact,3900.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i10,Hyundai,12975,Compact,15800.0,Manual,Benzin,Dealer,64.0,5.0,Euro 6,Second Hand,3.0,Standart,Low,standard
Hyundai BAYON,Hyundai,20490,Compact,5060.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,1.0,Upgrated,Low,standard
Hyundai IONIQ,Hyundai,21600,Compact,61372.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i20,Hyundai,30777,Compact,4009.0,Manual,Benzin,Dealer,150.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Hyundai i30,Hyundai,13200,Compact,96903.0,Manual,Diesel,Dealer,81.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i30,Hyundai,15300,Compact,62640.0,Automatic,Benzin,Dealer,103.0,7.0,Euro 6,First Hand,4.0,Standart,Low,standard
Hyundai i20,Hyundai,22490,Compact,7000.0,Automatic,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Upgrated,Low,standard
Hyundai IONIQ,Hyundai,16400,Compact,83856.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai IONIQ,Hyundai,17490,Compact,68000.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i10,Hyundai,16600,Compact,17679.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i20,Hyundai,17691,Compact,1153.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Hyundai i30,Hyundai,12300,Compact,75459.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai iX20,Hyundai,16450,Compact,6800.0,Automatic,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,6.0,Standart,Medium,standard
Hyundai i10,Hyundai,14750,Compact,26000.0,Automatic,Benzin,Dealer,64.0,4.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i30,Hyundai,7995,Compact,80000.0,Manual,Benzin,Dealer,80.0,5.0,Other,Second Hand,11.0,Standart,Low,standard
Hyundai i20,Hyundai,21690,Compact,12000.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Upgrated,Low,standard
Hyundai i20,Hyundai,19990,Compact,10.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,17490,Compact,120000.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i30,Hyundai,9365,Compact,106189.0,Manual,Diesel,Dealer,66.0,6.0,Euro 6,Second Hand,7.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,17400,Compact,95195.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i20,Hyundai,12980,Compact,33084.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,6.0,Standart,Low,standard
Hyundai IONIQ,Hyundai,16208,Compact,80347.0,Automatic,Other,Dealer,104.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Hyundai i20,Hyundai,20290,Compact,14063.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Upgrated,Low,standard
Hyundai i20,Hyundai,19990,Compact,14350.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Upgrated,Low,standard
Hyundai i20,Hyundai,11700,Compact,65528.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i20,Hyundai,10800,Compact,45000.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i20,Hyundai,15990,Compact,21550.0,Automatic,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,3.0,Standart,Low,standard
Hyundai i10,Hyundai,7900,Compact,71000.0,Manual,Benzin,Dealer,64.0,5.0,Euro 6,Second Hand,7.0,Standart,Low,standard
Hyundai Getz,Hyundai,2770,Compact,160845.0,Manual,Benzin,Dealer,71.0,5.0,Other,Second Hand,13.0,Standart,Low,standard
Hyundai i20,Hyundai,20790,Compact,14400.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Upgrated,Low,standard
Hyundai i20,Hyundai,18400,Compact,10022.0,Automatic,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i20,Hyundai,20790,Compact,13966.0,Manual,Benzin,Dealer,74.0,7.0,Euro 6,First Hand,1.0,Upgrated,Low,standard
Hyundai i30,Hyundai,24990,Compact,12.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,First Hand,0.0,Standart,Low,luxury
Hyundai i20,Hyundai,12850,Compact,29539.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i30,Hyundai,18250,Compact,11500.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Hyundai i20,Hyundai,15700,Compact,59444.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i20,Hyundai,15900,Compact,9594.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i20,Hyundai,13980,Compact,46807.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i20,Hyundai,12880,Compact,14085.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,First Hand,2.0,Standart,Low,standard
Hyundai i20,Hyundai,16800,Compact,34565.0,Automatic,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Hyundai i20,Hyundai,11980,Compact,28512.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,Second Hand,4.0,Standart,Low,standard
Hyundai iX20,Hyundai,16900,Compact,22217.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Hyundai i30,Hyundai,10500,Compact,118000.0,Manual,Diesel,Dealer,81.0,6.0,Other,Second Hand,8.0,Standart,Medium,standard
Hyundai i30,Hyundai,9900,Compact,121000.0,Manual,Benzin,Dealer,74.0,6.0,Other,Second Hand,9.0,Standart,Low,standard
Hyundai i10,Hyundai,13900,Compact,47933.0,Automatic,Benzin,Dealer,49.0,5.0,Euro 6,Second Hand,6.0,Standart,Low,standard
Hyundai i20,Hyundai,12900,Compact,22627.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i20,Hyundai,21990,Compact,68.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,0.0,Upgrated,Low,standard
Hyundai i10,Hyundai,12900,Compact,19989.0,Manual,Benzin,Dealer,64.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i20,Hyundai,12450,Compact,28867.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai Getz,Hyundai,1880,Compact,139205.0,Manual,Benzin,Dealer,49.0,5.0,Other,Second Hand,14.0,Standart,Low,standard
Hyundai i20,Hyundai,20780,Compact,10.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,First Hand,0.0,Standart,Low,standard
Hyundai i20,Hyundai,17900,Compact,19987.0,Automatic,Benzin,Dealer,74.0,5.0,Euro 6,First Hand,4.0,Upgrated,Low,luxury
Hyundai i20,Hyundai,17450,Compact,14907.0,Manual,Benzin,Dealer,74.0,7.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Hyundai i20,Hyundai,11790,Compact,44650.0,Manual,Benzin,Dealer,62.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai Terracan,Hyundai,12490,Compact,40194.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Hyundai i30,Hyundai,18250,Compact,5550.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Hyundai i10,Hyundai,13900,Compact,17910.0,Manual,Benzin,Dealer,64.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
