make_model,make,location,price,body_type,type,doors,warranty,mileage,gearbox,fuel_type,paint,seller,seats,power,gears,co_emissions,drivetrain,full_service_history,non_smoker_vehicle,emission_class,upholstery,previous_owner,age,fuel_consumption_comb,entertainment_media_count,engine_size_cat,safety_security_category,extras_category,comfort_convenience_cat
Ford Kuga,Ford,DE,9899,Off-Road/Pick-up,Used,5.0,No,114090.0,Manual,Benzin,Metallic,Dealer,5.0,147.0,6.0,235.0,4WD,Yes,Yes,Euro 4,Leather,Second Hand,13.0,9.9,Standart,High,Premium,luxury,standard
Ford Kuga,Ford,DE,8490,Off-Road/Pick-up,Used,5.0,Yes,129987.0,Manual,Diesel,Metallic,Dealer,5.0,100.0,6.0,159.0,Front,Yes,Yes,Euro 4,Cloth,First Hand,13.0,6.1,Standart,Medium,Premium,standard,standard
Ford Kuga,Ford,BE,17000,Off-Road/Pick-up,Used,5.0,Yes,115102.0,Manual,Benzin,Metallic,Dealer,5.0,88.0,6.0,181.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,8.0,Standart,Medium,Premium,luxury,luxury
Ford Kuga,Ford,ES,12500,Off-Road/Pick-up,Used,5.0,Yes,180000.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,170.0,Front,No,No,Euro 6,Leather,Second Hand,6.0,4.7,Standart,Medium,Middle,standard,standard
Ford Kuga,Ford,BE,16990,Off-Road/Pick-up,Used,5.0,Yes,99000.0,Manual,Diesel,Metallic,Dealer,5.0,88.0,6.0,142.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.4,Upgrated,Medium,Premium,luxury,luxury
Ford Edge,Ford,DE,23990,Off-Road/Pick-up,Used,5.0,No,116550.0,Automatic,Diesel,Metallic,Dealer,5.0,154.0,6.0,152.0,4WD,Yes,Yes,Euro 6,Cloth,Second Hand,5.0,5.9,Standart,Medium,Premium,luxury,luxury
Ford EcoSport,Ford,ES,18500,Off-Road/Pick-up,Used,5.0,Yes,48000.0,Manual,Benzin,non-metallic,Dealer,5.0,92.0,6.0,119.0,Front,No,No,Euro 6,Leather,First Hand,3.0,5.3,Standart,Low,Premium,standard,standard
Ford Kuga,Ford,DE,13450,Off-Road/Pick-up,Used,5.0,No,150000.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,125.0,Front,Yes,No,Euro 6,Leather,First Hand,7.0,4.7,Standart,Medium,Premium,standard,standard
Ford Explorer,Ford,ES,61490,Off-Road/Pick-up,Used,5.0,Yes,30000.0,Automatic,Other,Metallic,Dealer,7.0,331.0,10.0,86.0,4WD,No,No,Euro 6,Leather,First Hand,2.0,11.8,Standart,High,Premium,luxury,luxury
Ford Kuga,Ford,DE,13980,Off-Road/Pick-up,Used,5.0,No,144353.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,138.0,4WD,No,No,Euro 6,Leather,Second Hand,7.0,5.2,Standart,Medium,Premium,luxury,standard
Ford Kuga,Ford,BE,17999,Off-Road/Pick-up,Used,5.0,Yes,99900.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,135.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,5.0,5.2,Standart,Medium,Premium,standard,standard
Ford Explorer,Ford,ES,57490,Off-Road/Pick-up,Used,5.0,Yes,35000.0,Automatic,Other,non-metallic,Dealer,7.0,331.0,10.0,86.0,4WD,No,No,Euro 6,Leather,First Hand,2.0,11.8,Standart,High,Premium,luxury,luxury
Ford Kuga,Ford,DE,16980,Off-Road/Pick-up,Used,5.0,Yes,117592.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,135.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.2,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,19400,Off-Road/Pick-up,Used,5.0,No,113000.0,Automatic,Diesel,Metallic,Dealer,5.0,132.0,6.0,134.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,5.0,5.2,Standart,Medium,Premium,luxury,standard
Ford Mustang,Ford,ES,53500,Off-Road/Pick-up,Pre-registered,3.0,Yes,260.0,Automatic,Benzin,non-metallic,Dealer,5.0,336.0,10.0,119.0,Rear,No,No,Euro 6,Leather,First Hand,0.0,5.7,Standart,High,Premium,luxury,standard
Ford EcoSport,Ford,DE,14980,Off-Road/Pick-up,Used,5.0,Yes,90000.0,Manual,Benzin,Metallic,Dealer,5.0,103.0,6.0,119.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.2,Upgrated,Low,Premium,luxury,luxury
Ford Kuga,Ford,DE,16990,Off-Road/Pick-up,Used,5.0,Yes,99898.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,170.0,4WD,Yes,Yes,Euro 6,Cloth,Second Hand,6.0,5.2,Standart,Medium,Premium,standard,standard
Ford Ranger,Ford,DE,39990,Off-Road/Pick-up,Used,5.0,No,58000.0,Automatic,Diesel,Metallic,Dealer,5.0,156.0,6.0,199.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,7.6,Standart,Medium,Premium,standard,luxury
Ford Kuga,Ford,DE,13980,Off-Road/Pick-up,Used,5.0,Yes,120136.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,125.0,Front,No,No,Euro 6,Other,First Hand,7.0,4.7,Standart,Medium,Premium,standard,standard
Ford Kuga,Ford,DE,29680,Off-Road/Pick-up,Used,5.0,Yes,24940.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,111.0,Front,Yes,Yes,Euro 6,Leather,First Hand,2.0,5.5,Upgrated,Medium,Premium,luxury,luxury
Ford Maverick,Ford,DE,53990,Off-Road/Pick-up,Used,5.0,No,100.0,Automatic,Benzin,Metallic,Dealer,5.0,184.0,8.0,225.0,4WD,Yes,No,Euro 6,Leather,First Hand,0.0,9.4,Standart,Medium,Premium,standard,standard
Ford Kuga,Ford,DE,17940,Off-Road/Pick-up,Used,5.0,Yes,99031.0,Automatic,Diesel,Metallic,Dealer,5.0,88.0,6.0,181.0,Front,No,Yes,Euro 6,Cloth,First Hand,4.0,4.7,Standart,Medium,Premium,luxury,luxury
Ford Ranger,Ford,BE,29990,Off-Road/Pick-up,Used,5.0,No,128600.0,Automatic,Diesel,Metallic,Dealer,5.0,147.0,6.0,231.0,4WD,No,Yes,Euro 6,Leather,First Hand,5.0,8.8,Upgrated,High,Premium,standard,standard
Ford Ranger,Ford,DE,38990,Off-Road/Pick-up,Used,5.0,No,64000.0,Automatic,Diesel,Metallic,Dealer,5.0,156.0,10.0,199.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,7.6,Standart,Medium,Premium,luxury,luxury
Ford Ranger,Ford,DE,35490,Off-Road/Pick-up,Used,5.0,No,89900.0,Automatic,Diesel,Metallic,Dealer,5.0,147.0,6.0,231.0,4WD,No,Yes,Euro 6,Leather,First Hand,3.0,8.8,Standart,High,Premium,standard,standard
Ford Puma,Ford,ES,22500,Off-Road/Pick-up,Pre-registered,5.0,Yes,2520.0,Manual,Benzin,non-metallic,Dealer,5.0,114.0,6.0,99.0,Front,No,No,Euro 6,Cloth,First Hand,1.0,5.6,Standart,Low,Premium,luxury,standard
Ford Kuga,Ford,DE,13990,Off-Road/Pick-up,Used,5.0,Yes,136372.0,Automatic,Diesel,Metallic,Dealer,5.0,120.0,6.0,164.0,4WD,Yes,No,Euro 5,Cloth,First Hand,8.0,6.2,Standart,Medium,Premium,luxury,luxury
Ford Ranger,Ford,DE,29940,Off-Road/Pick-up,Used,3.0,Yes,98000.0,Automatic,Diesel,Metallic,Dealer,4.0,147.0,6.0,231.0,4WD,No,Yes,Euro 6,Leather,Second Hand,5.0,8.8,Standart,High,Premium,standard,standard
Ford Kuga,Ford,DE,18800,Off-Road/Pick-up,Used,5.0,Yes,94800.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,125.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,7.0,4.7,Standart,Medium,Premium,luxury,luxury
Ford Ranger,Ford,DE,27485,Off-Road/Pick-up,Used,5.0,No,124500.0,Automatic,Diesel,Metallic,Dealer,5.0,147.0,6.0,231.0,4WD,No,No,Euro 6,Leather,Second Hand,6.0,8.8,Standart,High,Premium,standard,standard
Ford Explorer,Ford,DE,54500,Off-Road/Pick-up,Used,5.0,No,4200.0,Automatic,Benzin,Metallic,Dealer,7.0,234.0,10.0,200.0,4WD,Yes,No,Euro 6,Leather,First Hand,0.0,10.5,Standart,High,Premium,standard,luxury
Ford Ranger,Ford,DE,36690,Off-Road/Pick-up,Used,5.0,No,66900.0,Automatic,Diesel,Metallic,Dealer,5.0,147.0,6.0,231.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,9.5,Upgrated,High,Premium,luxury,luxury
Ford Edge,Ford,DE,27850,Off-Road/Pick-up,Used,5.0,Yes,89400.0,Automatic,Diesel,Metallic,Dealer,5.0,154.0,6.0,152.0,4WD,No,No,Euro 6,Leather,Second Hand,4.0,5.9,Standart,Medium,Premium,luxury,luxury
Ford Edge,Ford,DE,27990,Off-Road/Pick-up,Used,5.0,Yes,58181.0,Manual,Diesel,Metallic,Dealer,5.0,132.0,6.0,152.0,4WD,Yes,No,Euro 6,Leather,First Hand,5.0,5.9,Standart,Medium,Premium,luxury,luxury
Ford Edge,Ford,DE,25470,Off-Road/Pick-up,Used,5.0,No,149050.0,Automatic,Diesel,Metallic,Dealer,5.0,154.0,6.0,156.0,4WD,Yes,Yes,Euro 6,Other,First Hand,5.0,5.9,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,18990,Off-Road/Pick-up,Used,5.0,Yes,117500.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,135.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,5.0,5.2,Upgrated,Medium,Premium,standard,luxury
Ford Puma,Ford,DE,22647,Off-Road/Pick-up,Used,5.0,No,24317.0,Manual,Benzin,Metallic,Dealer,5.0,92.0,6.0,97.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.3,Upgrated,Low,Premium,luxury,luxury
Ford Kuga,Ford,DE,26450,Off-Road/Pick-up,Used,5.0,Yes,9653.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,111.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,4.3,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,22980,Off-Road/Pick-up,Used,5.0,Yes,57000.0,Automatic,Benzin,non-metallic,Dealer,5.0,178.0,6.0,199.0,4WD,Yes,Yes,Euro 6,Other,First Hand,4.0,8.7,Standart,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,14980,Off-Road/Pick-up,Used,5.0,No,135000.0,Automatic,Diesel,non-metallic,Dealer,5.0,132.0,6.0,134.0,4WD,Yes,No,Euro 6,Leather,Second Hand,7.0,5.2,Standart,Medium,Premium,standard,luxury
Ford Maverick,Ford,DE,54500,Off-Road/Pick-up,Used,5.0,No,100.0,Automatic,Benzin,Metallic,Dealer,5.0,184.0,8.0,225.0,4WD,Yes,No,Euro 6,Leather,First Hand,0.0,9.4,Standart,Medium,Premium,standard,standard
Ford EcoSport,Ford,ES,21900,Off-Road/Pick-up,Pre-registered,5.0,Yes,1.0,Manual,Benzin,non-metallic,Dealer,5.0,92.0,6.0,114.0,Front,No,No,Euro 6,Leather,First Hand,0.0,5.5,Standart,Low,Premium,luxury,luxury
Ford Puma,Ford,ES,20900,Off-Road/Pick-up,Pre-registered,5.0,Yes,26.0,Manual,Benzin,non-metallic,Dealer,5.0,114.0,6.0,99.0,Front,No,No,Euro 6,Cloth,First Hand,1.0,4.4,Standart,Low,Premium,standard,standard
Ford EcoSport,Ford,ES,16990,Off-Road/Pick-up,Used,5.0,Yes,44044.0,Manual,Diesel,non-metallic,Dealer,5.0,92.0,6.0,111.0,Front,No,No,Euro 6,Leather,First Hand,2.0,4.7,Standart,Medium,Premium,standard,luxury
Ford Puma,Ford,BE,21800,Off-Road/Pick-up,Used,5.0,Yes,49000.0,Manual,Benzin,Metallic,Dealer,5.0,92.0,7.0,118.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,5.2,Upgrated,Low,Premium,luxury,luxury
Ford Edge,Ford,DE,39990,Off-Road/Pick-up,Used,5.0,No,46000.0,Automatic,Diesel,Metallic,Dealer,5.0,175.0,8.0,169.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,2.0,6.5,Upgrated,Medium,Premium,luxury,luxury
Ford Ranger,Ford,DE,30900,Off-Road/Pick-up,Used,5.0,No,88858.0,Automatic,Diesel,non-metallic,Dealer,5.0,147.0,6.0,231.0,4WD,No,No,Euro 6,Leather,Second Hand,5.0,8.8,Standart,High,Premium,standard,standard
Ford Edge,Ford,DE,33900,Off-Road/Pick-up,Used,5.0,Yes,13500.0,Automatic,Benzin,Metallic,Dealer,5.0,176.0,8.0,153.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,2.0,6.2,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,31550,Off-Road/Pick-up,Used,5.0,Yes,22900.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,111.0,Front,Yes,Yes,Euro 6,Leather,First Hand,2.0,4.3,Upgrated,Medium,Premium,standard,luxury
Ford Edge,Ford,DE,40650,Off-Road/Pick-up,Used,5.0,No,27214.0,Automatic,Diesel,Metallic,Dealer,5.0,175.0,8.0,171.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,2.0,6.6,Upgrated,Medium,Premium,standard,luxury
Ford Kuga,Ford,DE,22490,Off-Road/Pick-up,Used,5.0,No,47000.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,143.0,Front,Yes,Yes,Euro 6,Leather,First Hand,3.0,6.2,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,27890,Off-Road/Pick-up,Used,5.0,No,35000.0,Automatic,Benzin,Metallic,Dealer,5.0,169.0,6.0,216.0,4WD,No,No,Euro 6,Leather,First Hand,3.0,9.5,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,19990,Off-Road/Pick-up,Used,5.0,No,26893.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,135.0,Front,No,No,Euro 6,Cloth,First Hand,4.0,5.5,Standart,Medium,Premium,standard,luxury
Ford Edge,Ford,DE,35880,Off-Road/Pick-up,Used,5.0,Yes,33596.0,Automatic,Diesel,non-metallic,Dealer,5.0,175.0,8.0,175.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,6.6,Standart,Medium,Premium,standard,luxury
Ford Kuga,Ford,ES,15890,Off-Road/Pick-up,Used,5.0,Yes,124827.0,Automatic,Diesel,non-metallic,Dealer,5.0,110.0,6.0,135.0,Front,No,No,Euro 6,Leather,Second Hand,5.0,4.9,Standart,Medium,Basic,luxury,standard
Ford Kuga,Ford,DE,22990,Off-Road/Pick-up,Used,5.0,No,106564.0,Automatic,Diesel,Metallic,Dealer,5.0,132.0,6.0,160.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,6.0,Standart,Medium,Premium,luxury,luxury
Ford Puma,Ford,ES,28500,Off-Road/Pick-up,Used,5.0,Yes,23900.0,Manual,Benzin,non-metallic,Dealer,5.0,147.0,6.0,99.0,Front,No,No,Euro 6,Cloth,First Hand,2.0,4.5,Standart,Low,Premium,standard,standard
Ford Ranger,Ford,BE,37990,Off-Road/Pick-up,Used,5.0,Yes,59000.0,Automatic,Diesel,Metallic,Dealer,5.0,118.0,6.0,207.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,2.0,7.1,Standart,Medium,Premium,standard,standard
Ford Edge,Ford,DE,34970,Off-Road/Pick-up,Used,5.0,No,74039.0,Automatic,Diesel,Metallic,Dealer,5.0,175.0,8.0,175.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,6.7,Upgrated,Medium,Premium,luxury,luxury
Ford Puma,Ford,DE,30970,Off-Road/Pick-up,Pre-registered,5.0,No,10500.0,Manual,Benzin,Metallic,Dealer,5.0,147.0,6.0,99.0,Front,Yes,Yes,Euro 6,Leather,First Hand,1.0,4.4,Upgrated,Medium,Premium,standard,luxury
Ford Kuga,Ford,DE,19900,Off-Road/Pick-up,Used,5.0,No,50228.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,166.0,Front,No,No,Euro 6,Cloth,First Hand,3.0,7.0,Standart,Medium,Premium,standard,standard
Ford Kuga,Ford,DE,27450,Off-Road/Pick-up,Used,5.0,No,29320.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,111.0,Front,Yes,Yes,Euro 6,Leather,First Hand,2.0,4.3,Upgrated,Medium,Premium,standard,luxury
Ford Ranger,Ford,DE,29980,Off-Road/Pick-up,Used,5.0,Yes,109800.0,Manual,Diesel,Metallic,Dealer,5.0,118.0,6.0,225.0,4WD,No,Yes,Euro 6,Cloth,First Hand,3.0,8.5,Standart,Medium,Premium,standard,standard
Ford Edge,Ford,DE,24900,Off-Road/Pick-up,Used,5.0,Yes,42230.0,Manual,Diesel,Metallic,Dealer,5.0,132.0,6.0,154.0,4WD,No,Yes,Euro 6,Cloth,Second Hand,6.0,5.8,Standart,Medium,Premium,standard,luxury
Ford Kuga,Ford,DE,19888,Off-Road/Pick-up,Used,5.0,Yes,68276.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,145.0,Front,No,No,Euro 6,Leather,First Hand,4.0,6.3,Standart,Medium,Premium,standard,luxury
Ford Kuga,Ford,DE,18980,Off-Road/Pick-up,Used,5.0,Yes,50008.0,Automatic,Benzin,non-metallic,Dealer,5.0,134.0,6.0,175.0,4WD,No,No,Euro 6,Other,Second Hand,6.0,7.4,Standart,Medium,Premium,standard,luxury
Ford Kuga,Ford,DE,23900,Off-Road/Pick-up,Used,5.0,Yes,34100.0,Automatic,Benzin,Metallic,Dealer,5.0,129.0,6.0,171.0,4WD,Yes,No,Euro 6,Leather,First Hand,4.0,7.4,Standart,Medium,Premium,luxury,luxury
Ford Explorer,Ford,DE,63340,Off-Road/Pick-up,Used,5.0,No,24640.0,Automatic,Benzin,Metallic,Dealer,7.0,336.0,10.0,66.0,4WD,Yes,Yes,Euro 6,Leather,Second Hand,2.0,11.8,Upgrated,High,Premium,luxury,luxury
Ford Kuga,Ford,ES,22950,Off-Road/Pick-up,Used,5.0,Yes,40745.0,Manual,Benzin,non-metallic,Dealer,5.0,88.0,6.0,164.0,Front,No,No,Euro 6,Leather,First Hand,3.0,6.2,Standart,Medium,Middle,standard,standard
Ford Kuga,Ford,DE,27900,Off-Road/Pick-up,Used,5.0,Yes,12881.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,107.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.1,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,17330,Off-Road/Pick-up,Used,5.0,Yes,37764.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,149.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,6.3,Standart,Medium,Premium,luxury,standard
Ford Kuga,Ford,DE,22900,Off-Road/Pick-up,Used,5.0,Yes,29987.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,194.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,3.0,5.5,Upgrated,Medium,Premium,standard,standard
Ford Kuga,Ford,DE,19900,Off-Road/Pick-up,Used,5.0,No,47424.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,145.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,6.3,Upgrated,Medium,Premium,standard,luxury
Ford Bronco,Ford,DE,47950,Off-Road/Pick-up,Used,5.0,Yes,250.0,Automatic,Benzin,Metallic,Dealer,5.0,186.0,8.0,238.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,1.0,10.0,Upgrated,Medium,Premium,standard,luxury
Ford Kuga,Ford,DE,18995,Off-Road/Pick-up,Used,5.0,Yes,84442.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,164.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,4.0,6.2,Standart,Medium,Premium,standard,standard
Ford EcoSport,Ford,DE,16980,Off-Road/Pick-up,Used,5.0,Yes,33502.0,Manual,Benzin,non-metallic,Dealer,5.0,92.0,6.0,119.0,Front,No,No,Euro 6,Other,First Hand,3.0,5.3,Standart,Low,Premium,standard,standard
Ford Puma,Ford,DE,22790,Off-Road/Pick-up,Demonstration,5.0,Yes,7500.0,Manual,Benzin,Metallic,Dealer,5.0,92.0,6.0,121.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,0.0,5.4,Upgrated,Low,Premium,luxury,standard
Ford EcoSport,Ford,DE,18990,Off-Road/Pick-up,Used,5.0,No,29350.0,Manual,Benzin,Metallic,Dealer,5.0,103.0,6.0,119.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.2,Upgrated,Low,Premium,standard,luxury
Ford Ranger,Ford,DE,25890,Off-Road/Pick-up,Used,3.0,Yes,55070.0,Manual,Diesel,non-metallic,Dealer,4.0,118.0,6.0,185.0,4WD,No,Yes,Euro 5,Cloth,Second Hand,6.0,7.1,Standart,Medium,Premium,standard,standard
Ford Kuga,Ford,DE,18890,Off-Road/Pick-up,Used,5.0,Yes,84260.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,158.0,Front,Yes,Yes,Euro 6,Leather,First Hand,3.0,7.0,Standart,Medium,Premium,luxury,luxury
Ford Edge,Ford,DE,30990,Off-Road/Pick-up,Used,5.0,No,53430.0,Automatic,Diesel,Metallic,Dealer,5.0,154.0,6.0,156.0,4WD,Yes,No,Euro 6,Cloth,First Hand,4.0,5.9,Upgrated,Medium,Premium,luxury,luxury
Ford EcoSport,Ford,BE,18950,Off-Road/Pick-up,Used,5.0,Yes,23326.0,Automatic,Benzin,non-metallic,Dealer,5.0,92.0,6.0,140.0,Front,No,No,Euro 6,Leather,First Hand,3.0,5.3,Standart,Low,Premium,standard,standard
Ford Puma,Ford,ES,26250,Off-Road/Pick-up,Pre-registered,5.0,Yes,18.0,Manual,Benzin,non-metallic,Dealer,5.0,92.0,7.0,99.0,Front,No,No,Euro 6,Cloth,First Hand,0.0,4.2,Standart,Low,Middle,luxury,standard
Ford Ranger,Ford,DE,28990,Off-Road/Pick-up,Used,5.0,Yes,75720.0,Manual,Diesel,Metallic,Dealer,5.0,147.0,6.0,231.0,4WD,No,No,Euro 5,Leather,Second Hand,7.0,9.7,Standart,High,Premium,standard,standard
Ford Ranger,Ford,DE,35745,Off-Road/Pick-up,Used,5.0,No,77555.0,Automatic,Diesel,Metallic,Dealer,5.0,156.0,10.0,199.0,4WD,No,No,Euro 6,Leather,First Hand,3.0,7.6,Standart,Medium,Premium,luxury,luxury
Ford Explorer,Ford,DE,64240,Off-Road/Pick-up,Used,5.0,No,24820.0,Automatic,Benzin,Metallic,Dealer,7.0,336.0,10.0,66.0,4WD,Yes,Yes,Euro 6,Leather,Second Hand,2.0,11.8,Upgrated,High,Premium,luxury,luxury
Ford Kuga,Ford,DE,21990,Off-Road/Pick-up,Used,5.0,Yes,77764.0,Automatic,Diesel,non-metallic,Dealer,5.0,132.0,6.0,134.0,4WD,No,Yes,Euro 6,Cloth,Second Hand,5.0,5.2,Upgrated,Medium,Premium,luxury,luxury
Ford Edge,Ford,DE,38880,Off-Road/Pick-up,Used,5.0,No,25657.0,Automatic,Diesel,Metallic,Dealer,5.0,175.0,8.0,170.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,2.0,6.5,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,BE,21100,Off-Road/Pick-up,Used,5.0,Yes,38534.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,180.0,Front,No,No,Euro 6,Leather,First Hand,3.0,7.2,Standart,Medium,Premium,standard,luxury
Ford Kuga,Ford,BE,21900,Off-Road/Pick-up,Used,5.0,Yes,39284.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,181.0,Front,No,No,Euro 6,Leather,First Hand,3.0,5.5,Standart,Medium,Premium,standard,standard
Ford Kuga,Ford,DE,21990,Off-Road/Pick-up,Used,5.0,No,27000.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,158.0,Front,Yes,No,Euro 6,Leather,Second Hand,3.0,7.0,Upgrated,Medium,Premium,standard,luxury
Ford Edge,Ford,DE,28950,Off-Road/Pick-up,Used,5.0,No,107400.0,Automatic,Diesel,Metallic,Dealer,5.0,154.0,6.0,156.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.9,Standart,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,27950,Off-Road/Pick-up,Used,5.0,Yes,23080.0,Automatic,Benzin,Metallic,Dealer,5.0,134.0,6.0,197.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,4.0,7.5,Upgrated,Medium,Premium,standard,luxury
Ford Puma,Ford,ES,21000,Off-Road/Pick-up,Used,5.0,Yes,63712.0,Manual,Benzin,non-metallic,Dealer,5.0,92.0,6.0,99.0,Front,No,No,Euro 6,Cloth,First Hand,1.0,4.3,Standart,Low,Premium,luxury,standard
Ford Puma,Ford,DE,22990,Off-Road/Pick-up,Used,5.0,Yes,3623.0,Manual,Benzin,Metallic,Dealer,5.0,92.0,6.0,97.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.3,Upgrated,Low,Premium,luxury,luxury
Ford Kuga,Ford,DE,18950,Off-Road/Pick-up,Used,5.0,Yes,33900.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,145.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,6.3,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,28580,Off-Road/Pick-up,Used,5.0,Yes,22760.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,131.0,Front,Yes,Yes,Euro 6,Leather,First Hand,1.0,5.5,Upgrated,Medium,Premium,luxury,luxury
Ford Ranger,Ford,BE,40990,Off-Road/Pick-up,Used,5.0,Yes,40689.0,Automatic,Diesel,Metallic,Dealer,5.0,147.0,6.0,231.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,8.8,Standart,High,Premium,standard,standard
Ford Kuga,Ford,DE,26250,Off-Road/Pick-up,Used,5.0,Yes,25000.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,111.0,Front,Yes,Yes,Euro 6,Cloth,Second Hand,2.0,4.3,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,26799,Off-Road/Pick-up,Used,5.0,Yes,12248.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,107.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.1,Upgrated,Medium,Premium,luxury,luxury
Ford EcoSport,Ford,ES,13990,Off-Road/Pick-up,Used,5.0,Yes,91000.0,Manual,Diesel,non-metallic,Dealer,5.0,73.0,6.0,115.0,Front,No,No,Euro 6,Leather,First Hand,4.0,4.1,Standart,Medium,Middle,standard,standard
Ford Kuga,Ford,DE,25850,Off-Road/Pick-up,Used,5.0,No,87700.0,Automatic,Diesel,Metallic,Dealer,5.0,132.0,6.0,134.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.2,Upgrated,Medium,Premium,luxury,luxury
Ford Kuga,Ford,DE,13890,Off-Road/Pick-up,Used,5.0,Yes,107000.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,147.0,Front,No,No,Euro 6,Cloth,Second Hand,7.0,6.2,Standart,Medium,Premium,standard,standard
