make_model,make,location,price,body_type,type,doors,warranty,mileage,gearbox,fuel_type,paint,seller,seats,power,gears,co_emissions,drivetrain,full_service_history,non_smoker_vehicle,emission_class,upholstery,previous_owner,age,fuel_consumption_comb,entertainment_media_count,engine_size_cat,safety_security_category,extras_category,comfort_convenience_cat
Ford Mustang,Ford,ES,40490,Coupe,Used,3.0,Yes,64765.0,Automatic,Benzin,Metallic,Dealer,4.0,308.0,6.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,5.0,12.0,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,54950,Coupe,Used,3.0,No,21670.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,1.0,11.8,Upgrated,High,Premium,standard,standard
Ford Mustang,Ford,DE,49490,Coupe,Used,3.0,No,19900.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,3.0,11.8,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,DE,33490,Coupe,Used,3.0,No,61481.0,Automatic,Benzin,non-metallic,Dealer,4.0,231.0,6.0,230.0,Rear,No,No,Euro 6,Leather,Second Hand,4.0,9.8,Upgrated,Medium,Premium,luxury,standard
Ford Mustang,Ford,DE,54970,Coupe,Used,3.0,No,30491.0,Automatic,Benzin,non-metallic,Dealer,4.0,331.0,10.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,3.0,12.1,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,50950,Coupe,Used,3.0,Yes,18182.0,Manual,Benzin,non-metallic,Dealer,4.0,336.0,6.0,119.0,Rear,No,No,Euro 6,Leather,First Hand,2.0,12.4,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,48990,Coupe,Used,3.0,Yes,9000.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,1.0,11.8,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,DE,43300,Coupe,Used,3.0,Yes,13995.0,Manual,Benzin,non-metallic,Dealer,4.0,213.0,6.0,206.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,2.0,6.8,Upgrated,Medium,Premium,standard,luxury
Ford Mustang,Ford,DE,52970,Coupe,Used,3.0,No,15469.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,6.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,12.4,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,39900,Coupe,Used,3.0,Yes,34386.0,Manual,Benzin,non-metallic,Dealer,4.0,308.0,6.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,5.0,13.5,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,53970,Coupe,Used,3.0,No,19084.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,12.2,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,47970,Coupe,Used,3.0,No,45623.0,Manual,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,3.0,12.2,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,47999,Coupe,Used,3.0,Yes,30450.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,4.0,12.1,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,DE,51970,Coupe,Used,3.0,No,34197.0,Automatic,Benzin,non-metallic,Dealer,4.0,331.0,6.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,12.2,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,49970,Coupe,Used,3.0,No,46245.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,3.0,12.2,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,56990,Coupe,Used,3.0,No,331.0,Automatic,Benzin,non-metallic,Dealer,4.0,331.0,8.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,1.0,11.8,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,DE,39990,Coupe,Used,3.0,No,36845.0,Manual,Benzin,Metallic,Dealer,4.0,213.0,6.0,199.0,Rear,Yes,No,Euro 6,Leather,First Hand,3.0,9.0,Upgrated,Medium,Premium,standard,standard
Ford Mustang,Ford,DE,44970,Coupe,Used,3.0,No,32993.0,Manual,Benzin,Metallic,Dealer,4.0,213.0,6.0,213.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,9.0,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,DE,50240,Coupe,Used,3.0,No,39123.0,Automatic,Benzin,non-metallic,Dealer,4.0,331.0,10.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,2.0,12.2,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,52970,Coupe,Used,3.0,No,23323.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,2.0,12.2,Standart,High,Premium,standard,standard
Ford Puma,Ford,DE,24980,Coupe,Used,5.0,Yes,23632.0,Manual,Benzin,Metallic,Dealer,5.0,114.0,6.0,99.0,Front,Yes,Yes,Euro 6,Leather,First Hand,1.0,7.2,Upgrated,Low,Premium,luxury,luxury
Ford Mustang,Ford,ES,34990,Coupe,Used,3.0,Yes,63000.0,Automatic,Benzin,Metallic,Dealer,4.0,231.0,6.0,184.0,Rear,No,No,Euro 6,Leather,Second Hand,5.0,9.9,Standart,Medium,Premium,standard,standard
Ford Focus,Ford,DE,24390,Coupe,Used,5.0,Yes,66200.0,Manual,Benzin,Metallic,Dealer,5.0,134.0,6.0,129.0,Front,No,Yes,Euro 6,Cloth,First Hand,3.0,5.7,Upgrated,Medium,Premium,luxury,luxury
Ford Puma,Ford,BE,21990,Coupe,Used,5.0,Yes,22283.0,Manual,Benzin,non-metallic,Dealer,5.0,91.0,6.0,96.0,Front,No,No,Euro 6,Other,First Hand,2.0,7.2,Standart,Low,Basic,standard,standard
Ford Fiesta,Ford,DE,20740,Coupe,Used,5.0,Yes,55250.0,Manual,Benzin,non-metallic,Dealer,5.0,147.0,6.0,136.0,Front,Yes,Yes,Euro 6,Leather,First Hand,3.0,6.0,Upgrated,Medium,Premium,luxury,standard
Ford Mustang,Ford,DE,52740,Coupe,Used,3.0,No,10.0,Manual,Benzin,Metallic,Dealer,4.0,331.0,6.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,0.0,12.2,Standart,High,Premium,standard,luxury
Ford Mustang,Ford,IT,44900,Coupe,Used,3.0,No,32327.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,3.0,12.1,Upgrated,High,Premium,standard,luxury
Ford Mustang,Ford,DE,43970,Coupe,Used,3.0,No,57358.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,6.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,3.0,12.1,Upgrated,High,Premium,standard,standard
Ford Focus,Ford,DE,14990,Coupe,Used,5.0,Yes,133537.0,Manual,Benzin,non-metallic,Dealer,4.0,184.0,6.0,171.0,Front,Yes,Yes,Euro 6,Leather,Second Hand,9.0,7.2,Standart,Medium,Premium,luxury,standard
Ford Mustang,Ford,DE,46900,Coupe,Used,3.0,No,61000.0,Manual,Benzin,non-metallic,Private seller,4.0,331.0,6.0,218.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,4.0,12.0,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,BE,32450,Coupe,Used,3.0,Yes,31035.0,Manual,Benzin,Metallic,Dealer,4.0,233.0,6.0,179.0,Rear,No,Yes,Euro 6,Leather,Second Hand,6.0,8.0,Standart,Medium,Premium,luxury,luxury
Ford Mustang,Ford,DE,51890,Coupe,Used,3.0,Yes,7438.0,Manual,Benzin,Metallic,Dealer,4.0,331.0,6.0,218.0,Rear,Yes,No,Euro 6,Leather,First Hand,2.0,12.2,Upgrated,High,Premium,luxury,standard
Ford Mustang,Ford,DE,23900,Coupe,Used,3.0,No,33844.0,Manual,Benzin,non-metallic,Dealer,4.0,224.0,4.0,243.0,Rear,Yes,Yes,Euro 4,Leather,First Hand,16.0,11.8,Standart,High,Basic,standard,standard
Ford Mustang,Ford,DE,21490,Coupe,Used,3.0,Yes,105355.0,Automatic,Benzin,non-metallic,Dealer,4.0,227.0,6.0,174.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,8.0,12.2,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,47890,Coupe,Used,3.0,Yes,33050.0,Manual,Benzin,non-metallic,Dealer,4.0,331.0,6.0,218.0,Rear,Yes,No,Euro 6,Leather,First Hand,3.0,12.4,Upgrated,High,Premium,luxury,standard
Ford Mustang,Ford,DE,47970,Coupe,Used,3.0,No,37795.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,No,Euro 6,Cloth,First Hand,3.0,12.1,Upgrated,High,Premium,standard,standard
Ford Mustang,Ford,DE,46490,Coupe,Used,3.0,Yes,42100.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,No,Euro 6,Leather,Second Hand,3.0,12.1,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,DE,42890,Coupe,Used,3.0,Yes,57900.0,Manual,Benzin,non-metallic,Dealer,4.0,331.0,6.0,218.0,Rear,Yes,No,Euro 6,Leather,First Hand,4.0,12.4,Upgrated,High,Premium,luxury,standard
Ford Mustang,Ford,ES,47900,Coupe,Used,3.0,Yes,19598.0,Manual,Benzin,non-metallic,Dealer,4.0,336.0,6.0,119.0,Rear,No,No,Euro 6,Leather,First Hand,2.0,12.4,Standart,High,Premium,standard,standard
Ford Mustang,Ford,IT,33950,Coupe,Used,3.0,Yes,51870.0,Manual,Benzin,non-metallic,Dealer,4.0,231.0,6.0,179.0,Rear,No,No,Euro 6,Leather,First Hand,6.0,9.9,Standart,Medium,Premium,standard,standard
Ford Focus,Ford,DE,29450,Coupe,Used,5.0,Yes,12250.0,Manual,Benzin,Metallic,Dealer,5.0,206.0,6.0,179.0,Front,Yes,Yes,Euro 6,Leather,First Hand,3.0,7.9,Upgrated,Medium,Premium,luxury,luxury
Ford Mustang,Ford,DE,56890,Coupe,Used,3.0,Yes,12980.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,1.0,11.8,Upgrated,High,Premium,standard,luxury
Ford Mustang,Ford,DE,49980,Coupe,Used,3.0,Yes,38024.0,Automatic,Benzin,non-metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,3.0,12.1,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,DE,49980,Coupe,Used,3.0,Yes,34000.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,3.0,12.1,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,ES,30690,Coupe,Used,3.0,Yes,46994.0,Automatic,Benzin,non-metallic,Dealer,4.0,231.0,6.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,7.0,9.2,Standart,Medium,Basic,standard,standard
Ford Mustang,Ford,IT,34500,Coupe,Used,3.0,No,33000.0,Manual,Benzin,non-metallic,Dealer,4.0,224.0,4.0,193.0,Rear,Yes,No,Euro 4,Leather,Second Hand,14.0,11.8,Standart,High,Premium,standard,standard
Ford Mustang,Ford,IT,31299,Coupe,Used,3.0,Yes,60488.0,Automatic,Benzin,non-metallic,Dealer,4.0,233.0,6.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,5.0,8.0,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,IT,37820,Coupe,Used,3.0,No,16331.0,Manual,Benzin,non-metallic,Dealer,4.0,213.0,6.0,218.0,Rear,No,Yes,Euro 6,Leather,First Hand,2.0,9.5,Standart,Medium,Premium,luxury,standard
Ford Mustang,Ford,DE,49980,Coupe,Used,3.0,Yes,31225.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,3.0,12.1,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,IT,39500,Coupe,Used,3.0,No,23715.0,Automatic,Benzin,non-metallic,Dealer,4.0,213.0,9.0,214.0,Rear,No,Yes,Euro 6,Leather,First Hand,4.0,9.5,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,IT,29499,Coupe,Used,3.0,Yes,49420.0,Manual,Benzin,non-metallic,Dealer,4.0,233.0,6.0,179.0,Rear,No,No,Euro 6,Leather,Second Hand,6.0,8.0,Standart,Medium,Premium,standard,standard
Ford Fiesta,Ford,BE,11500,Coupe,Used,3.0,No,120000.0,Manual,Benzin,non-metallic,Private seller,5.0,134.0,6.0,138.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,8.0,6.9,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,NL,5950,Coupe,Used,3.0,No,157962.0,Automatic,Benzin,Metallic,Dealer,4.0,142.0,5.0,238.0,Rear,No,No,Euro 3,Cloth,Second Hand,21.0,13.8,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,61990,Coupe,Pre-registered,3.0,Yes,250.0,Automatic,Benzin,non-metallic,Dealer,4.0,331.0,10.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,0.0,11.8,Upgrated,High,Premium,standard,standard
Ford Mustang,Ford,IT,36900,Coupe,Used,3.0,Yes,47500.0,Automatic,Benzin,Metallic,Dealer,4.0,233.0,10.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,3.0,9.8,Upgrated,Medium,Premium,luxury,luxury
Ford Mustang,Ford,IT,34500,Coupe,Used,3.0,No,19100.0,Automatic,Benzin,non-metallic,Dealer,4.0,213.0,9.0,211.0,Rear,No,Yes,Euro 6,Leather,First Hand,3.0,9.5,Upgrated,Medium,Premium,luxury,standard
Ford Mustang,Ford,IT,37900,Coupe,Used,3.0,No,67400.0,Automatic,Benzin,Metallic,Dealer,4.0,233.0,6.0,225.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,9.8,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,IT,36990,Coupe,Used,3.0,No,31800.0,Manual,Benzin,non-metallic,Dealer,4.0,233.0,6.0,179.0,Rear,Yes,No,Euro 6,Leather,First Hand,4.0,6.2,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,DE,55800,Coupe,Employee's car,3.0,Yes,21574.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,6.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,1.0,11.8,Upgrated,High,Premium,luxury,luxury
Ford Puma,Ford,DE,25680,Coupe,Used,5.0,Yes,22939.0,Manual,Benzin,Metallic,Dealer,5.0,114.0,6.0,99.0,Front,Yes,Yes,Euro 6,Leather,First Hand,1.0,7.2,Upgrated,Low,Premium,luxury,luxury
Ford Mustang,Ford,FR,39299,Coupe,Used,3.0,No,20661.0,Manual,Benzin,non-metallic,Dealer,4.0,231.0,6.0,184.0,Rear,No,No,Euro 6,Leather,Second Hand,6.0,9.9,Standart,Medium,Premium,standard,standard
Ford Puma,Ford,DE,25180,Coupe,Used,5.0,Yes,21943.0,Manual,Benzin,Metallic,Dealer,5.0,114.0,6.0,99.0,Front,Yes,Yes,Euro 6,Leather,First Hand,1.0,7.2,Upgrated,Low,Premium,luxury,luxury
Ford Mustang,Ford,DE,59480,Coupe,Used,3.0,No,1200.0,Automatic,Benzin,non-metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Cloth,First Hand,0.0,11.8,Upgrated,High,Premium,standard,standard
Ford Mustang,Ford,IT,37900,Coupe,Used,3.0,Yes,69000.0,Automatic,Benzin,Metallic,Dealer,4.0,232.0,6.0,230.0,Rear,Yes,Yes,Euro 6,Cloth,First Hand,4.0,9.8,Upgrated,Medium,Premium,luxury,standard
Ford Mustang,Ford,DE,54490,Coupe,Pre-registered,3.0,Yes,50.0,Manual,Benzin,non-metallic,Dealer,4.0,331.0,6.0,218.0,Rear,No,No,Euro 6,Leather,First Hand,0.0,12.2,Upgrated,High,Premium,standard,luxury
Ford Mustang,Ford,IT,32000,Coupe,Used,3.0,No,89000.0,Manual,Benzin,Metallic,Dealer,4.0,233.0,6.0,179.0,Rear,No,No,Euro 6,Leather,Second Hand,5.0,8.0,Upgrated,Medium,Premium,standard,standard
Ford Mustang,Ford,IT,32900,Coupe,Used,3.0,Yes,15000.0,Automatic,Benzin,Metallic,Dealer,4.0,233.0,6.0,225.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,7.0,9.8,Standart,Medium,Premium,standard,luxury
Ford Mustang,Ford,IT,36700,Coupe,Used,3.0,Yes,50100.0,Automatic,Benzin,non-metallic,Dealer,4.0,233.0,6.0,225.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,5.0,9.8,Standart,Medium,Premium,luxury,standard
Ford Mustang,Ford,NL,7950,Coupe,Used,3.0,No,87078.0,Automatic,Benzin,Metallic,Dealer,4.0,142.0,5.0,202.0,Rear,Yes,No,Euro 3,Leather,Second Hand,20.0,13.8,Standart,High,Premium,standard,standard
Ford Mustang,Ford,IT,32900,Coupe,Used,3.0,Yes,40000.0,Automatic,Benzin,non-metallic,Dealer,4.0,233.0,6.0,225.0,Rear,Yes,No,Euro 6,Leather,First Hand,4.0,9.8,Standart,Medium,Premium,luxury,standard
Ford Mustang,Ford,IT,30000,Coupe,Used,3.0,No,73683.0,Automatic,Benzin,non-metallic,Dealer,4.0,180.0,10.0,225.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,7.0,12.2,Upgrated,Medium,Premium,luxury,luxury
Ford Mustang,Ford,ES,40818,Coupe,Used,3.0,Yes,18208.0,Automatic,Benzin,non-metallic,Dealer,4.0,336.0,10.0,119.0,Rear,No,No,Euro 6,Leather,First Hand,3.0,12.1,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,26000,Coupe,Used,3.0,Yes,49000.0,Manual,Benzin,non-metallic,Dealer,4.0,294.0,6.0,149.0,Front,No,No,Euro 5,Leather,Second Hand,11.0,12.2,Standart,High,Premium,luxury,standard
Ford Mustang,Ford,ES,48500,Coupe,Used,3.0,Yes,32000.0,Automatic,Benzin,Metallic,Dealer,4.0,336.0,10.0,119.0,Rear,No,No,Euro 6,Leather,First Hand,2.0,12.1,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,48500,Coupe,Used,3.0,Yes,32000.0,Automatic,Benzin,non-metallic,Dealer,4.0,336.0,10.0,119.0,Rear,No,No,Euro 6,Leather,First Hand,2.0,12.1,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,49950,Coupe,Used,3.0,Yes,16300.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,3.0,12.1,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,BE,46500,Coupe,Used,3.0,Yes,29875.0,Manual,Benzin,Metallic,Dealer,4.0,213.0,6.0,204.0,Rear,No,No,Euro 6,Leather,First Hand,2.0,9.0,Upgrated,Medium,Premium,luxury,luxury
Ford Mustang,Ford,ES,20500,Coupe,Used,3.0,Yes,49000.0,Manual,Benzin,non-metallic,Dealer,4.0,308.0,6.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,7.0,13.5,Standart,High,Premium,standard,standard
Ford Mustang,Ford,BE,44500,Coupe,Used,3.0,Yes,13936.0,Automatic,Benzin,Metallic,Dealer,4.0,213.0,10.0,205.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,9.2,Upgrated,Medium,Premium,luxury,luxury
Ford Focus,Ford,DE,42500,Coupe,Used,3.0,No,30300.0,Manual,Benzin,Metallic,Dealer,4.0,224.0,6.0,223.0,Front,Yes,Yes,Euro 4,Cloth,Second Hand,12.0,9.4,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,35999,Coupe,Used,3.0,Yes,78793.0,Automatic,Benzin,non-metallic,Dealer,4.0,231.0,6.0,184.0,Rear,No,No,Euro 6,Leather,Second Hand,7.0,9.9,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,DE,24850,Coupe,Used,3.0,No,68000.0,Automatic,Benzin,Metallic,Dealer,4.0,224.0,6.0,225.0,Rear,No,No,Euro 6,Cloth,Second Hand,7.0,12.2,Standart,High,Premium,luxury,standard
Ford Mustang,Ford,ES,46000,Coupe,Used,3.0,Yes,51000.0,Manual,Benzin,non-metallic,Dealer,4.0,308.0,6.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,6.0,13.5,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,40990,Coupe,Used,3.0,Yes,29990.0,Automatic,Benzin,non-metallic,Dealer,4.0,336.0,10.0,119.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,12.1,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,42890,Coupe,Used,3.0,Yes,20000.0,Automatic,Benzin,non-metallic,Dealer,4.0,308.0,6.0,225.0,Rear,No,No,Euro 6,Leather,First Hand,3.0,12.0,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,38995,Coupe,Used,3.0,Yes,73000.0,Manual,Benzin,non-metallic,Dealer,4.0,308.0,6.0,178.0,Rear,No,No,Euro 5,Leather,Second Hand,13.0,13.5,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,50990,Coupe,Used,3.0,Yes,35857.0,Automatic,Benzin,Metallic,Dealer,4.0,308.0,6.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,5.0,12.0,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,14000,Coupe,Used,3.0,Yes,190000.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,No,No,Euro 4,Leather,Second Hand,17.0,12.2,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,51490,Coupe,Used,3.0,Yes,13900.0,Automatic,Benzin,Metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,3.0,12.1,Upgrated,High,Premium,luxury,luxury
Ford Mustang,Ford,ES,30490,Coupe,Used,3.0,Yes,97810.0,Manual,Benzin,non-metallic,Dealer,4.0,228.0,6.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,6.0,8.0,Standart,Medium,Basic,standard,standard
Ford Mustang,Ford,ES,37000,Coupe,Used,3.0,No,22000.0,Automatic,Benzin,Metallic,Dealer,4.0,214.0,6.0,209.0,Rear,No,No,Euro 6,Leather,First Hand,1.0,9.0,Standart,Medium,Premium,luxury,standard
Ford Mustang,Ford,ES,38500,Coupe,Used,3.0,Yes,49000.0,Automatic,Benzin,non-metallic,Dealer,4.0,231.0,6.0,184.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,9.9,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,ES,38500,Coupe,Used,5.0,No,1000.0,Automatic,Benzin,non-metallic,Dealer,4.0,233.0,6.0,225.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,9.8,Standart,Medium,Premium,luxury,standard
Ford Mustang,Ford,DE,31750,Coupe,Used,3.0,No,79000.0,Automatic,Benzin,non-metallic,Dealer,4.0,231.0,6.0,230.0,Rear,No,No,Euro 6,Leather,First Hand,4.0,9.9,Standart,Medium,Premium,luxury,standard
Ford Mustang,Ford,ES,38753,Coupe,Used,3.0,Yes,67000.0,Automatic,Benzin,non-metallic,Dealer,4.0,227.0,6.0,225.0,Rear,No,No,Euro 6,Leather,Second Hand,7.0,12.2,Standart,High,Basic,standard,standard
Ford Mustang,Ford,ES,44890,Coupe,Used,3.0,Yes,45500.0,Manual,Benzin,non-metallic,Dealer,4.0,336.0,6.0,119.0,Rear,No,No,Euro 6,Leather,First Hand,3.0,12.4,Standart,High,Premium,standard,standard
Ford Mustang,Ford,DE,53950,Coupe,Used,3.0,Yes,400.0,Automatic,Benzin,non-metallic,Dealer,4.0,331.0,10.0,218.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,1.0,11.8,Upgrated,High,Premium,luxury,standard
Ford Mustang,Ford,ES,19990,Coupe,Used,3.0,Yes,118000.0,Manual,Benzin,non-metallic,Dealer,4.0,158.0,6.0,178.0,Front,No,No,Euro 5,Leather,Second Hand,13.0,12.2,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,48950,Coupe,Pre-registered,3.0,No,3500.0,Automatic,Benzin,non-metallic,Dealer,4.0,231.0,6.0,184.0,Rear,No,No,Euro 6,Leather,First Hand,0.0,6.2,Standart,Medium,Premium,luxury,standard
Ford Mustang,Ford,ES,32900,Coupe,Used,3.0,Yes,82000.0,Manual,Benzin,non-metallic,Dealer,4.0,231.0,6.0,184.0,Rear,No,No,Euro 6,Leather,Second Hand,7.0,8.0,Standart,Medium,Premium,standard,standard
Ford Focus,Ford,DE,5500,Coupe,Used,3.0,Yes,84000.0,Manual,Benzin,Metallic,Dealer,5.0,74.0,5.0,161.0,Front,Yes,No,Euro 4,Cloth,First Hand,13.0,6.7,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,ES,46500,Coupe,Used,3.0,Yes,50900.0,Manual,Benzin,non-metallic,Dealer,4.0,405.0,5.0,178.0,Rear,No,No,Euro 5,Leather,Second Hand,13.0,11.8,Standart,High,Premium,standard,standard
Ford Mustang,Ford,ES,29500,Coupe,Used,3.0,No,65000.0,Automatic,Benzin,Metallic,Dealer,4.0,231.0,6.0,184.0,Rear,No,No,Euro 6,Leather,Second Hand,5.0,9.9,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,DE,13950,Coupe,Used,3.0,No,55319.0,Manual,Benzin,Metallic,Dealer,5.0,312.0,6.0,174.0,Front,No,Yes,Euro 5,Leather,Second Hand,8.0,12.2,Standart,High,Middle,standard,standard
Ford Mustang,Ford,BE,34900,Coupe,Used,3.0,No,115000.0,Automatic,Benzin,Metallic,Private seller,4.0,213.0,10.0,205.0,Rear,Yes,Yes,Euro 6,Leather,First Hand,4.0,9.2,Upgrated,Medium,Premium,luxury,luxury
Ford Mustang,Ford,DE,39200,Coupe,Used,3.0,No,23500.0,Automatic,Benzin,non-metallic,Private seller,4.0,331.0,10.0,218.0,Rear,No,No,Euro 6,Leather,Second Hand,2.0,11.8,Upgrated,High,Premium,luxury,standard
Ford Mustang,Ford,DE,23500,Coupe,Used,3.0,No,60000.0,Automatic,Benzin,Metallic,Private seller,4.0,233.0,6.0,225.0,Rear,Yes,Yes,Euro 6,Leather,Second Hand,7.0,9.8,Standart,Medium,Premium,standard,standard
Ford Mustang,Ford,BG,25500,Coupe,Used,3.0,No,79333.0,Automatic,Benzin,Metallic,Private seller,4.0,213.0,10.0,204.0,Rear,No,Yes,Euro 6,Leather,First Hand,4.0,9.0,Upgrated,Medium,Premium,standard,standard
Ford Kuga,Ford,BE,8450,Off-Road/Pick-up,Used,5.0,No,156327.0,Manual,Diesel,non-metallic,Dealer,5.0,100.0,6.0,154.0,Front,Yes,Yes,Euro 5,Leather,First Hand,10.0,5.9,Standart,Medium,Premium,standard,standard
Ford Kuga,Ford,DE,9899,Off-Road/Pick-up,Used,5.0,No,173369.0,Automatic,Diesel,Metallic,Dealer,5.0,120.0,6.0,159.0,4WD,Yes,Yes,Euro 5,Leather,Second Hand,10.0,6.0,Standart,Medium,Premium,luxury,luxury
